Text,Stemming,True Label,Predicted Label,Correct;;
@jondhez Jangan² korupsi Pertamina buat nutupin pagar laut dan danantara?,korupsi pertamina nutupin pagar laut danantara,0,0,True;;
Pembentukan Danantara sebagai Badan Pengelola Investasi. #Danantara #EkonomiKuat #PertumbuhanEkonomi https://t.co/wVYWmWvbik,bentuk danantara badan kelola investasi danantara ekonomikuat pertumbuhanekonomi,1,1,True;;
@FrediRandi4 Salut buat Presiden Prabowo yang bisa bawa Danantara kolaborasi global buat masa depan Indonesia,salut presiden prabowo bawa danantara kolaborasi global indonesia,1,1,True;;
@IrawanRommi Wooiii ngaca kalo ngomong tuh DANANTARA penasehat asingnya koruptor di negaranya trs ada tukang bunuh umat muslim. Bacot elu kurang gede...!!,wooiii ngaca kalo ngomong tuh danantara nasehat asing koruptor negara trs tukang bunuh umat muslim bacot elu gede,0,0,True;;
@reaareaa__ Berharga banget dukungan penuh dari Presiden Prabowo buat Danantara,harga banget dukung penuh presiden prabowo danantara,1,1,True;;
2 bulan jadi penasehat danantara @RayDalio memasak buku?,2 nasehat danantara masak buku,0,0,True;;
@JhonSitorus_18 IHSG ambrol. BBRI dlm 6 bulan koreksi 35%. Faktanya Pemerintah punya track record buruk dlm pengelolaan keuangan.... Semoga ini bukan karena danantara... Semoga negara ini baik baik saja....,ihsg ambrol bbri dlm 6 koreksi 35 fakta perintah track record buruk dlm kelola uang moga danantara moga negara,0,0,True;;
@GenZNusantara Dengan BPI Danantara kita melangkah lebih dekat ke masa depan ekonomi yang lebih kuat,bpi danantara lang ekonomi kuat,1,1,True;;
Cukup dua bulan di Danantara Lik Daliyo udah ngumpulin bahan buat bukunya. Mantap Indonesia ,danantara lik daliyo udah ngumpulin bahan buku mantap indonesia,0,0,True;;
@reaareaa__ Salut pada Presiden Prabowo yang support Danantara inspirasi buat pemimpin masa depan,salut presiden prabowo support danantara inspirasi pimpin,1,1,True;;
@tanyakanrl Mandiri ikut danantara juga ya?,mandiri danantara ya,2,2,True;;
@ARSIPAJA banyak yg ngejabat di Danantara orang2 titipan orang partai dan finalis OCCRP. Danantara bs jadi sapi perah baru buat ladang korupsi rezim ini. Ga aneh sih prabowo mmg gitu. Pgn nyenengin orang2 sekitar dia,yg ngejabat danantara orang2 titip orang partai final occrp danantara bs sapi perah ladang korupsi rezim ga aneh sih prabowo mmg gitu pgn nyenengin orang2,0,0,True;;
@reaareaa__ Presiden Prabowo dukung Danantara dengan cara yang bener-bener nyata dan terasa,presiden prabowo dukung danantara benerbener nyata,1,1,True;;
Danantara bukti bahwa Indonesia mampu berdikari dan mandiri dalam mengembangkan teknologi digital. #BerdikariDigital #Danantara https://t.co/WsmmcZszZr,danantara bukti indonesia berdikari mandiri kembang teknologi digital berdikaridigital danantara,1,1,True;;
Danantara sebagai langkah visioner dalam membangun masa depan ekonomi yang lebih kuat dan berkelanjutan. #Fakta #CekFakta #BPIDanantara #Ekonomilndonesia #TerusTerang https://t.co/tBoTMdnJIs,danantara langkah visioner bangun ekonomi kuat lanjut fakta cekfakta bpidanantara ekonomilndonesia terusterang,1,1,True;;
Penunjukan Burhanuddin Abdullah sebagai Ketua Tim Pakar di BPI Danantara menuai kritik karena rekam jejak kasus korupsinya. Noel Sritex Jawa Gibran https://t.co/l1uPmvuhhf,tunjuk burhanuddin abdullah ketua tim pakar bpi danantara tuai kritik rekam jejak korupsi noel sritex jawa gibran,0,0,True;;
@GenZNusantara IHSG menguat bikin kepercayaan pada pasar meningkat. Semua berkat kejelasan Danantara dan hasil RUPST Himbara,ihsg kuat bikin percaya pasar tingkat berkat jelas danantara hasil rupst himbara,1,1,True;;
@reaareaa__ Berkat Presiden Prabowo Danantara makin semangat berkembang karya lokal makin diakui,berkat presiden prabowo danantara semangat kembang karya lokal aku,1,1,True;;
@JedTeguh03 Keren banget Presiden Prabowo concern sama pertumbuhan Danantara,keren banget presiden prabowo concern tumbuh danantara,1,1,True;;
Wkwkw masuk danantara bentar trs keluar dan bikin buku~ https://t.co/5krPgIC0Mz,wkwkw masuk danantara bentar trs bikin buku,0,0,True;;
Jujur gue sedih bgt liat IHSG.....ini gw Hold dari jaman gue digaji sejuta akhirnya sekarang sampe merah......sakit hati gw trust gue tinggi banget loh sama BUMN ini diruntuhin gitu aja karna Danantara TOT ini,jujur gue sedih bgt liat ihsgini gw hold jaman gue gaji juta sampe merahsakit hati gw trust gue banget loh bumn diruntuhin gitu aja karna danantara tot,0,0,True;;
@fkrssyfx jangan2 dia join danantara buat nambah konten bukunya,jangan2 join danantara nambah konten buku,0,0,True;;
yakin Danantara akan memperkuat perekonomian Indonesia https://t.co/lctFpncUs1,danantara kuat ekonomi indonesia,1,1,True;;
@JedTeguh03 Bangga punya Presiden Prabowo yang terus berikan perhatian ke Danantara,bangga presiden prabowo perhati danantara,1,1,True;;
@chikinmeokgo Ebuset! Pdhl danantara diliat dr aspek mana aja juga jelek krn yg ngejalanin isinya penjahat semua ‍,ebuset pdhl danantara liat dr aspek aja jelek krn yg ngejalanin isi jahat,0,0,True;;
good job BPI Danantara! Pasti bawa efek positif buat Indonesia https://t.co/lNa6bPwn0B,good job bpi danantara bawa efek positif indonesia,1,1,True;;
@dheppylovelly Bersama dukung investasi Danantara demi Indonesia yang lebih inovatif dan berintegritas ,dukung investasi danantara indonesia inovatif integritas,1,1,True;;
@ruang_perubahan Bau-bau nya Pertamina bakal bubar dan diganti dengan Vivo milik presiden. Untuk mengembangkan Vivo gampang ada dana ribuan triliun dari DANANTARA,baubau nya pertamina bubar ganti vivo milik presiden kembang vivo gampang dana ribu triliun danantara,0,0,True;;
@xblba @ricki_karl @profesor_saham Jujur Danantara ini bukan ide yg jelek juga. Cuma ya saya yakin 100% eksekusi nya pasti bermasalah wkwk,jujur danantara ide yg jelek ya 100 eksekusi nya masalah wkwk,0,0,True;;
@LeonPriceleon48 Danantara semoga lancarrr,danantara moga lancarrr,1,1,True;;
BPI Danantara Investasi Asing untuk Energi Terbarukan di Indonesia memperkuat ketahanan energi nasional menuju masa depan berkelanjutan. https://t.co/VOXyadZSI1,bpi danantara investasi asing energi baru indonesia kuat tahan energi nasional lanjut,1,1,True;;
Danantara hadir sebagai penggerak pembangunan jangka panjang. Inilah bentuk nyata gotong royong membangun bangsa yang maju dan lestari. #DanantaraUntukBangsa #InvestasiMasaDepan #IndonesiaMaju https://t.co/SdFMJVJmVF,danantara hadir gerak bangun jangka bentuk nyata gotong royong bangun bangsa maju lestari danantarauntukbangsa investasimasadepan indonesiamaju,1,1,True;;
@erickthohir @prabowo @alisyarief @tempodotco Ingat bahwa pendirian Danantara (yg saat ini dipimpin oleh Mulyaman Hadad) telah menyisakan BUMNÂ² yang bermasalah.. memang tidak semuanya tapi cukup banyak seperti BUMNÂ² Karya Farmasi Krakatau Steel Garuda KAI (terkait KCIC) dan juga Freeport.,diri danantara yg pimpin mulyaman hadad sisa bumn masalah bumn karya farmasi krakatau steel garuda kai kait kcic freeport,0,0,True;;
Danantara hadir wujudkan investasi yang lebih baik! Dengan sistem transparan dan teknologi terkini Indonesia siap melaju lebih maju. #BPIDanantara #PembangunanNasional #SektorStrategis https://t.co/4WsV2ypvWc,danantara hadir wujud investasi sistem transparan teknologi kini indonesia laju maju bpidanantara pembangunannasional sektorstrategis,1,1,True;;
@PngAdilnR4kyt Seharusnya prabowo habisin dulu koruptor mulai dr lingkaran dekatnya lanjut sektor lainya setelah bersih baru buat Danantara tp aneh koruptor justru dijadikan pengurus Danantara.ingat gk ada mantan koruptor,prabowo habisin koruptor dr lingkar dekat sektor lai bersih danantara tp aneh koruptor jadi urus danantaraingat gk mantan koruptor,0,0,True;;
Danantara dukung hilirisasi industri demi nilai tambah ekonomi. #Danantara #InvestasiNasional #BPIDanantara https://t.co/MMwYsutIqW,danantara dukung hilir industri nilai ekonomi danantara investasinasional bpidanantara,1,1,True;;
OJK Dukung Peluncuran BPI Danantara https://t.co/UHHNxGkf46,ojk dukung luncur bpi danantara,1,1,True;;
Mari kita dukung Danantara! Dengan pengelolaan investasi nasional yang strategis Danantara membuka babak baru untuk ekonomi Indonesia yang lebih kuat dan stabil. #Danantara #KerjaSamaDanantara #InvestasiDanantara #DukungDanantara https://t.co/0LRvyGLpC7,mari dukung danantara kelola investasi nasional strategis danantara buka babak ekonomi indonesia kuat stabil danantara kerjasamadanantara investasidanantara dukungdanantara,1,1,True;;
@dheppylovelly Bantu Danantara jadi leading dalam investasi yang transparan dan jujur! ,bantu danantara leading investasi transparan jujur,1,1,True;;
Tata kelola investasi nasional kini lebih kokoh! Danantara jadi penggerak baru dalam pembangunan berbasis efisiensi dan inovasi. #BPIDanantara #PembangunanNasional #SektorStrategis https://t.co/5JTZlHnpo7,tata kelola investasi nasional kokoh danantara gerak bangun bas efisiensi inovasi bpidanantara pembangunannasional sektorstrategis,1,1,True;;
Nanam singkong tumbuh jagung Beli pertamax dapat pertalite Efisiensi dapat Danantara. Pejabat Indonesia tidak pernah gagal soal menipu Rakyat.,nanam singkong tumbuh jagung beli pertamax pertalite efisiensi danantara jabat indonesia gagal tipu rakyat,0,0,True;;
@dheppylovelly Dukung investasi Danantara dengan penuh kejujuran dan transparansi,dukung investasi danantara penuh jujur transparansi,1,1,True;;
@DavidWijaya82 @MardiSiswoyo15 @CNNIndonesia Nanti klo gagal tinggal bilang aja danantara itu adalah keinginan rakyat. Seperti kata jkw ttg ikn,klo gagal tinggal bilang aja danantara rakyat jkw ttg ikn,0,0,True;;
@reaareaa__ Presiden Prabowo support Danantara jalan buat inovator muda jadi makin terbuka,presiden prabowo support danantara jalan inovator muda buka,1,1,True;;
Yg dibutuhkan itu: izin beribadah izin mendirikan rumah ibadah &amp; perlindungan hukum ketika beribadah bkn jabatan di Danantara Kl kebutuhan asasi ini sj tdk paham jgn teriak kerja utk kepentingan rakyat. Makanya si bahlul jg bodo amat kl ada yg mati gegara gas melon https://t.co/Rbc0hT3qhX,yg butuh izin ibadah izin diri rumah ibadah lindung hukum ibadah bkn jabat danantara kl butuh asasi sj tdk paham jgn teriak kerja utk penting rakyat si bahlul jg bodo kl yg mati gegara gas melon,0,0,True;
bumn korup brutal di semua pt pssi liga gabener liga wanita gaada timnas masih banyak titipan wasit gabener danantara taruhan duit rakyat buat judi. can we kill this man and his employers already?,bumn korup brutal pt pssi liga gabener liga wanita gaada timnas titip wasit gabener danantara taruh duit rakyat judi can we kill this man and his employers already,0,0,True;;
@JedTeguh03 Dukungan Presiden Prabowo jadi amunisi baru buat Danantara,dukung presiden prabowo amunisi danantara,1,1,True;;
lah anjir ex pm thailand jd salah satu penasihat e danantara????????????,anjir ex pm thailand jd salah nasihat e danantara,0,0,True;;
@GenZNusantara BPI Danantara di show time! Designing masa depan ekonomi sustainable dan competitive,bpi danantara show time designing ekonomi sustainable competitive,1,1,True;;
@HanJooRim @yusuf_dumdum @Angga_Yunandaaa Tunggu kabar Danantara ....,tunggu kabar danantara,2,2,True;;
4/ 2. Danantara Indonesia Prabowo meluncurkan Daya Anagata Nusantara (Danantara) dana investasi dengan total aset lebih dari USD 900 Miliar! Ini akan mempercepat pembangunan industri strategis di Indonesia! https://t.co/ViaxQ1Gmjw,4 2 danantara indonesia prabowo luncur daya anagata nusantara danantara dana investasi total aset usd 900 miliar cepat bangun industri strategis indonesia,1,1,True;;
@JedTeguh03 Presiden Prabowo emang top selalu kasih dukungan buat Danantara dan generasi muda,presiden prabowo emang top kasih dukung danantara generasi muda,1,1,True;;
@idextratime Aman lah danantara,aman danantara,1,1,True;;
@ndorokakung orderan dari keluarga Sjahrir nih kayaknya... Danantara biar lancar ?,order keluarga sjahrir nih kayak danantara biar lancar,0,0,True;;
BPI Danantara memperluas peluang investasi ke sektor energi infrastruktur hingga digital. #InvestasiMenyeluruh https://t.co/CfjHhYZ9u3,bpi danantara luas peluang investasi sektor energi infrastruktur digital investasimenyeluruh,1,1,True;;
@KangManto123 Abis mundur trus dia nulis gini di instanya mungkin udah tau dalemnya danantara gimana https://t.co/a9mKinOgNu,abis mundur trus nulis gin instanya udah tau dalem danantara gimana,0,0,True;;
@reaareaa__ Presiden Prabowo benar-benar andil dalam kemajuan Danantara anak muda jadi gairah inovasi,presiden prabowo benarbenar andil maju danantara anak muda gairah inovasi,1,1,True;;
@JedTeguh03 Dukungan Presiden Prabowo ke Danantara jadi inspirasi buat seluruh negeri,dukung presiden prabowo danantara inspirasi negeri,1,1,True;;
@reaareaa__ Makin yakin Danantara bakalan sukses setelah didukung sama Presiden Prabowo,danantara sukses dukung presiden prabowo,1,1,True;;
@FrediRandi4 Bersama Presiden Prabowo Joint Fund Danantara x global sebesar Rp 67 5 Triliun jadi motivasi besar buat generasi muda,presiden prabowo joint fund danantara x global rp 67 5 triliun motivasi generasi muda,1,1,True;;
Danantara mendorong reformasi BUMN dan membuka peluang investasi global #Danantara https://t.co/CU3q2jmz1o,danantara dorong reformasi bumn buka peluang investasi global danantara,1,1,True;;
CW // danantara TOLONG REKOMENDASI BANK DIGITAL YANG AMAN SENTOSAAAAA~~~ hatur nuhun cintaqqquu https://t.co/fnmS5VIp4g,cw danantara tolong rekomendasi bank digital aman sentosaaaaa hatur nuhun cintaqqquu,0,0,True;;
@FrediRandi4 Makin yakin sama masa depan Indonesia Danantara dan global Join Fund Rp 67 5 T wujud nyata visi Presiden Prabowo,indonesia danantara global join fund rp 67 5 t wujud nyata visi presiden prabowo,1,1,True;;
@prastow Inti nya di trust . Kepercayaan asing soal tata kelola negara dan prospek ekonomi kita di pertanyakan . Salah satu nya soal danantara,inti nya trust percaya asing tata kelola negara prospek ekonomi salah nya danantara,0,0,True;;
Manfaat besar Danantara bagi keberlanjutan energi di Indonesia https://t.co/Tt8OaN5Lxt,manfaat danantara lanjut energi indonesia,1,1,True;;
salut! Inovasi Danantara bawa ekonomi ke level baru https://t.co/LIZoteExf4,salut inovasi danantara bawa ekonomi level,1,1,True;;
Kalo ada yang masih belain danantara tholol sih. Investasi itu pakai uang dingin yg mengendap yang at least ngga urgent dan setelah semua kebutuhan pokok lainnya terpenuhi. Lah ini maksa banget. Udah ngebet banget dapet duit seger wkwkwkw,kalo bain danantara tholol sih investasi pakai uang dingin yg endap at least ngga urgent butuh pokok penuh maksa banget udah ngebet banget dapet duit seger wkwkwkw,0,0,True;;
@catreonot chat dgn grok (ai nya x) soal kasus2 di super holding swasta dunia spt enron parmalat lalu kasus super holding state spt 1mdb akhirnya aku minta analisis stuktur peraturan isu dan teori2 soal triangle fraud hexagonal dan akhirnya ai menyimpulkan danantara 75% dikorup. https://t.co/S6HoOYoCr7,chat dgn grok ai nya x kasus2 super holding swasta dunia spt enron parmalat super holding state spt 1mdb analisis stuktur atur isu teori2 triangle fraud hexagonal ai simpul danantara 75 korup,0,0,True;;
@speedingjunkie mereka tau ga yah pemerintah hire orang orang asing buat menjabat di Danantara...,tau ga yah perintah hire orang orang asing jabat danantara,0,0,True;;
NETIZEN CURIGA DALIO MUNDUR DARI DANANTARA GARA2 BUMN JADI BANCAKAN ORDA... https://t.co/3lYOpdV371 via @YouTube,netizen curiga dalio mundur danantara gara2 bumn bancak orda via,0,0,True;;
bimbang liat orang koar bilang IHSG merah krn danantara. ada rasa kasian pengen ngasih tau informasi yg bener biar hidupnya berubah tapi ada rasa egois pengen liat orang itu jatoh aja sekalian org bodoh ga layak hidup. mending bantu apa biarin aja ya? tpi kasian,bimbang liat orang koar bilang ihsg merah krn danantara kasi ken ngasih tau informasi yg bener biar hidup ubah egois ken liat orang jatoh aja org bodoh ga layak hidup mending bantu biarin aja ya tpi kasi,0,0,True;;
Kelen tau gak? ET ngurus perusahaan dia sendiri aja gak becus bisa liat di pergerakan saham milik dia. Malah sekarang BUMN asetnya dikelola oleh Danantara di mana si ET ini jadi Ketua Dewan Pengawas. Dan selama menjabat jadi Menteri BUMN banyak BUMN yang rugi. #IndonesiaGelap https://t.co/U1hhhb07AS,kelen tau gak et ngurus usaha aja gak becus liat gera saham milik bumn aset kelola danantara si et ketua dewan awas jabat menteri bumn bumn rugi indonesiagelap,0,0,True;;
Kerjannya cuma mbg danantara ai hilirsasi,kerjannya mbg danantara ai hilirsasi,0,0,True;;
